chemin,class,methode,methode_LOC,methode_CLOC,methode_DC,methode_CC,methode_BC
E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,setMouseZoomable_boolean_boolean,5,147,29.4,1,29.4

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,isDomainZoomable,3,150,50.0,1,50.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,setDomainZoomable_boolean,12,153,12.75,3,4.25

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,isRangeZoomable,3,156,52.0,1,52.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,setRangeZoomable_boolean,12,159,13.25,3,4.416666666666667

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,getFillZoomRectangle,3,162,54.0,1,54.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,setFillZoomRectangle_boolean,3,165,55.0,1,55.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,getZoomTriggerDistance,3,168,56.0,1,56.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,setZoomTriggerDistance_int,3,171,57.0,1,57.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,getDefaultDirectoryForSaveAs,3,174,58.0,1,58.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,setDefaultDirectoryForSaveAs_File,9,177,19.666666666666668,3,6.555555555555556

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,isEnforceFileExtensions,3,180,60.0,1,60.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,setEnforceFileExtensions_boolean,3,183,61.0,1,61.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,getZoomAroundAnchor,3,186,62.0,1,62.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,setZoomAroundAnchor_boolean,3,189,63.0,1,63.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,getZoomFillPaint,3,192,64.0,1,64.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,setZoomFillPaint_Paint,4,195,48.75,1,48.75

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,getZoomOutlinePaint,3,198,66.0,1,66.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,setZoomOutlinePaint_Paint,3,201,67.0,1,67.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,isMouseWheelEnabled,3,207,69.0,1,69.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,setMouseWheelEnabled_boolean,9,210,23.333333333333332,3,7.777777777777778

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,addOverlay_Overlay,6,213,35.5,1,35.5

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,removeOverlay_Overlay,8,216,27.0,2,13.5

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,overlayChanged_OverlayChangeEvent,3,220,73.33333333333333,1,73.33333333333333

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,setDisplayToolTips_boolean,8,223,27.875,2,13.9375

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,getToolTipText_MouseEvent,16,227,14.1875,4,3.546875

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,translateJava2DToScreen_Point2D,6,230,38.333333333333336,1,38.333333333333336

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,translateScreenToJava2D_Point,6,233,38.833333333333336,1,38.833333333333336

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,scale_Rectangle2D,8,236,29.5,1,29.5

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,getEntityForPoint_int_int,11,239,21.727272727272727,2,10.863636363636363

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,getRefreshBuffer,3,242,80.66666666666667,1,80.66666666666667

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,setRefreshBuffer_boolean,3,245,81.66666666666667,1,81.66666666666667

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,paintComponent_Graphics,96,261,2.71875,12,0.2265625

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,chartChanged_ChartChangeEvent,9,253,28.11111111111111,2,14.055555555555555

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,chartProgress_ChartProgressEvent,2,258,129.0,1,129.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,actionPerformed_ActionEvent,78,264,3.3846153846153846,18,0.18803418803418803

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,mouseEntered_MouseEvent,12,265,22.083333333333332,2,11.041666666666666

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,mouseExited_MouseEvent,9,270,30.0,2,15.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,mousePressed_MouseEvent,39,276,7.076923076923077,10,0.7076923076923076

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,getPointInRectangle_int_int_Rectangle2D,5,276,55.2,1,55.2

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,mouseDragged_MouseEvent,76,291,3.8289473684210527,12,0.3190789473684211

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,mouseReleased_MouseEvent,78,290,3.717948717948718,11,0.337995337995338

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,mouseClicked_MouseEvent,27,290,10.74074074074074,6,1.7901234567901234

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,mouseMoved_MouseEvent,25,294,11.76,6,1.96

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,zoomInBoth_double_double,11,298,27.09090909090909,2,13.545454545454545

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,zoomInDomain_double_double,12,301,25.083333333333332,2,12.541666666666666

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,zoomInRange_double_double,12,304,25.333333333333332,2,12.666666666666666

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,zoomOutBoth_double_double,11,307,27.90909090909091,2,13.954545454545455

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,zoomOutDomain_double_double,12,310,25.833333333333332,2,12.916666666666666

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,zoomOutRange_double_double,12,313,26.083333333333332,2,13.041666666666666

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,zoom_Rectangle2D,33,318,9.636363636363637,4,2.409090909090909

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,restoreAutoBounds,11,319,29.0,2,14.5

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,restoreAutoDomainBounds,12,323,26.916666666666668,2,13.458333333333334

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,restoreAutoRangeBounds,12,326,27.166666666666668,2,13.583333333333334

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,getScreenDataArea,9,325,36.111111111111114,1,36.111111111111114

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,getScreenDataArea_int_int,16,330,20.625,3,6.875

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,getInitialDelay,3,331,110.33333333333333,1,110.33333333333333

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,getReshowDelay,3,334,111.33333333333333,1,111.33333333333333

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,getDismissDelay,3,337,112.33333333333333,1,112.33333333333333

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,setInitialDelay_int,3,340,113.33333333333333,1,113.33333333333333

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,setReshowDelay_int,3,343,114.33333333333333,1,114.33333333333333

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,setDismissDelay_int,3,346,115.33333333333333,1,115.33333333333333

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,getZoomInFactor,3,349,116.33333333333333,1,116.33333333333333

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,setZoomInFactor_double,3,352,117.33333333333333,1,117.33333333333333

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,getZoomOutFactor,3,355,118.33333333333333,1,118.33333333333333

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,setZoomOutFactor_double,3,358,119.33333333333333,1,119.33333333333333

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,drawZoomRectangle_Graphics2D_boolean,18,363,20.166666666666668,5,4.033333333333333

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,doEditChartProperties,9,364,40.44444444444444,2,20.22222222222222

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,doCopy,11,367,33.36363636363637,1,33.36363636363637

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,generateSVG_int_int,20,465,23.25,2,11.625

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,createSVGGraphics2D_int_int,21,461,21.952380952380953,1,21.952380952380953

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,saveAsPDF_File,35,464,13.257142857142858,8,1.6571428571428573

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,writeAsPDF_File_int_int,35,469,13.4,2,6.7

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,createChartPrintJob,16,470,29.375,3,9.791666666666666

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,print_Graphics_PageFormat_int,13,474,36.46153846153846,2,18.23076923076923

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,addChartMouseListener_ChartMouseListener,4,477,119.25,1,119.25

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,removeChartMouseListener_ChartMouseListener,3,480,160.0,1,160.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,getListeners_Class,8,485,60.625,2,30.3125

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,displayPopupMenu_int_int,44,671,15.25,12,1.2708333333333333

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartPanel,updateUI,6,675,112.5,2,56.25

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartRenderingInfo,ChartRenderingInfo,3,6,2.0,1,2.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartRenderingInfo,ChartRenderingInfo_EntityCollection,5,9,1.8,1,1.8

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartRenderingInfo,getChartArea,3,12,4.0,1,4.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartRenderingInfo,setChartArea_Rectangle2D,3,15,5.0,1,5.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartRenderingInfo,getEntityCollection,3,18,6.0,1,6.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartRenderingInfo,setEntityCollection_EntityCollection,3,21,7.0,1,7.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartRenderingInfo,clear,7,24,3.4285714285714284,2,1.7142857142857142

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartRenderingInfo,getPlotInfo,3,27,9.0,1,9.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartRenderingInfo,equals_Object,19,31,1.631578947368421,6,0.2719298245614035

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartRenderingInfo,hashCode,7,34,4.857142857142857,1,4.857142857142857

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartTransferable,ChartTransferable_JFreeChart_int_int,3,15,5.0,1,5.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartTransferable,getTransferDataFlavors,3,50,16.666666666666668,1,16.666666666666668

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartTransferable,isDataFlavorSupported_DataFlavor,3,54,18.0,1,18.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartUtils,isJFreeSVGAvailable,8,3,0.375,1,0.375

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartUtils,isOrsonPDFAvailable,8,6,0.75,1,0.75

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartUtils,applyCurrentTheme_JFreeChart,3,8,2.6666666666666665,1,2.6666666666666665

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,ChartUtils,getImageMap_String_ChartRenderingInfo,5,314,62.8,1,62.8

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,HashUtils,hashCodeForPaint_Paint,18,6,0.3333333333333333,3,0.1111111111111111

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,HashUtils,hashCodeForDoubleArray_double[],12,5,0.4166666666666667,3,0.1388888888888889

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,HashUtils,hashCode_int_boolean,3,8,2.6666666666666665,1,2.6666666666666665

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,HashUtils,hashCode_int_int,3,11,3.6666666666666665,1,3.6666666666666665

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,HashUtils,hashCode_int_double,4,14,3.5,1,3.5

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,HashUtils,hashCode_int_Paint,3,17,5.666666666666667,1,5.666666666666667

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,HashUtils,hashCode_int_Stroke,4,20,5.0,1,5.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,HashUtils,hashCode_int_String,4,23,5.75,1,5.75

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,HashUtils,hashCode_int_Comparable,4,26,6.5,1,6.5

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,HashUtils,hashCode_int_Object,4,29,7.25,1,7.25

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,HashUtils,hashCode_int_BooleanList,20,34,1.7,5,0.33999999999999997

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,HashUtils,hashCode_int_PaintList,20,37,1.85,5,0.37

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,HashUtils,hashCode_int_StrokeList,20,40,2.0,5,0.4

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,isCompatibleValue_Object,3,6,2.0,1,2.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,JFreeChart_Plot,3,9,3.0,1,3.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,JFreeChart_String_Plot,3,12,4.0,1,4.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,getID,3,74,24.666666666666668,1,24.666666666666668

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,setID_String,3,77,25.666666666666668,1,25.666666666666668

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,getElementHinting,3,80,26.666666666666668,1,26.666666666666668

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,setElementHinting_boolean,3,83,27.666666666666668,1,27.666666666666668

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,getRenderingHints,3,86,28.666666666666668,1,28.666666666666668

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,setRenderingHints_RenderingHints,5,89,17.8,1,17.8

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,isBorderVisible,3,92,30.666666666666668,1,30.666666666666668

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,setBorderVisible_boolean,4,95,23.75,1,23.75

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,getBorderStroke,3,98,32.666666666666664,1,32.666666666666664

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,setBorderStroke_Stroke,4,101,25.25,1,25.25

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,getBorderPaint,3,104,34.666666666666664,1,34.666666666666664

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,setBorderPaint_Paint,4,107,26.75,1,26.75

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,getPadding,3,110,36.666666666666664,1,36.666666666666664

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,setPadding_RectangleInsets,5,113,22.6,1,22.6

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,getTitle,3,116,38.666666666666664,1,38.666666666666664

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,setTitle_TextTitle,10,119,11.9,3,3.966666666666667

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,setTitle_String,12,122,10.166666666666666,3,3.388888888888889

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,addLegend_LegendTitle,3,125,41.666666666666664,1,41.666666666666664

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,getLegend,3,128,42.666666666666664,1,42.666666666666664

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,getLegend_int,14,131,9.357142857142858,4,2.3392857142857144

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,removeLegend,3,134,44.666666666666664,1,44.666666666666664

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,getSubtitles,3,137,45.666666666666664,1,45.666666666666664

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,setSubtitles_List<Title>,11,141,12.818181818181818,3,4.2727272727272725

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,getSubtitleCount,3,143,47.666666666666664,1,47.666666666666664

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,getSubtitle_int,6,146,24.333333333333332,2,12.166666666666666

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,addSubtitle_Title,6,149,24.833333333333332,1,24.833333333333332

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,addSubtitle_int_Title,10,152,15.2,2,7.6

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,clearSubtitles,7,155,22.142857142857142,2,11.071428571428571

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,removeSubtitle_Title,4,158,39.5,1,39.5

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,getPlot,3,161,53.666666666666664,1,53.666666666666664

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,getAntiAlias,4,164,41.0,1,41.0

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,setAntiAlias_boolean,6,167,27.833333333333332,1,27.833333333333332

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,getTextAntiAlias,3,170,56.666666666666664,1,56.666666666666664

E:\Documents\GitHub\QualiteLogiciel\TP1\classesTest\jfree\chart\,JFreeChart,setTextAntiAlias_boolean,8,173,21.625,2,10.8125

